model,task,story_id,repetition,emergence_point
deepseek32b,implicature,swmimp100,1,5
deepseek32b,implicature,swmimp099,3,
deepseek32b,implicature,swmimp099,2,
deepseek32b,implicature,swmimp099,1,
deepseek32b,implicature,swmimp098,3,1
deepseek32b,implicature,swmimp098,2,1
deepseek32b,implicature,swmimp098,1,1
deepseek32b,implicature,swmimp097,3,5
deepseek32b,implicature,swmimp097,2,
deepseek32b,implicature,swmimp097,1,3
deepseek32b,implicature,swmimp096,3,4
deepseek32b,implicature,swmimp096,2,1
deepseek32b,implicature,swmimp096,1,3
deepseek32b,implicature,swmimp095,3,
deepseek32b,implicature,swmimp095,2,
deepseek32b,implicature,swmimp095,1,
deepseek32b,implicature,swmimp094,3,2
deepseek32b,implicature,swmimp094,2,2
deepseek32b,implicature,swmimp094,1,2
deepseek32b,implicature,swmimp093,3,2
deepseek32b,implicature,swmimp093,2,4
deepseek32b,implicature,swmimp093,1,2
deepseek32b,implicature,swmimp092,3,8
deepseek32b,implicature,swmimp092,2,
deepseek32b,implicature,swmimp092,1,
deepseek32b,implicature,swmimp091,3,
deepseek32b,implicature,swmimp091,2,6
deepseek32b,implicature,swmimp091,1,1
deepseek32b,implicature,swmimp090,3,
deepseek32b,implicature,swmimp090,2,
deepseek32b,implicature,swmimp090,1,
deepseek32b,implicature,swmimp089,3,4
deepseek32b,implicature,swmimp089,2,2
deepseek32b,implicature,swmimp089,1,2
deepseek32b,implicature,swmimp088,3,
deepseek32b,implicature,swmimp088,2,
deepseek32b,implicature,swmimp088,1,
deepseek32b,implicature,swmimp087,3,1
deepseek32b,implicature,swmimp087,2,1
deepseek32b,implicature,swmimp087,1,1
deepseek32b,implicature,swmimp086,3,1
deepseek32b,implicature,swmimp086,2,1
deepseek32b,implicature,swmimp086,1,1
deepseek32b,implicature,swmimp085,3,
deepseek32b,implicature,swmimp085,2,
deepseek32b,implicature,swmimp085,1,
deepseek32b,implicature,swmimp084,3,
deepseek32b,implicature,swmimp084,2,
deepseek32b,implicature,swmimp084,1,
deepseek32b,implicature,swmimp083,3,2
deepseek32b,implicature,swmimp083,2,2
deepseek32b,implicature,swmimp083,1,6
deepseek32b,implicature,swmimp082,3,
deepseek32b,implicature,swmimp082,2,
deepseek32b,implicature,swmimp082,1,4
deepseek32b,implicature,swmimp081,3,
deepseek32b,implicature,swmimp081,2,
deepseek32b,implicature,swmimp081,1,
deepseek32b,implicature,swmimp080,3,1
deepseek32b,implicature,swmimp080,2,1
deepseek32b,implicature,swmimp080,1,3
deepseek32b,implicature,swmimp079,3,
deepseek32b,implicature,swmimp079,2,3
deepseek32b,implicature,swmimp079,1,
deepseek32b,implicature,swmimp078,3,1
deepseek32b,implicature,swmimp078,2,2
deepseek32b,implicature,swmimp078,1,1
deepseek32b,implicature,swmimp077,3,2
deepseek32b,implicature,swmimp077,2,
deepseek32b,implicature,swmimp077,1,2
deepseek32b,implicature,swmimp076,3,2
deepseek32b,implicature,swmimp076,2,1
deepseek32b,implicature,swmimp076,1,1
deepseek32b,implicature,swmimp075,3,1
deepseek32b,implicature,swmimp075,2,1
deepseek32b,implicature,swmimp075,1,1
deepseek32b,implicature,swmimp074,3,
deepseek32b,implicature,swmimp074,2,
deepseek32b,implicature,swmimp074,1,
deepseek32b,implicature,swmimp073,3,1
deepseek32b,implicature,swmimp073,2,1
deepseek32b,implicature,swmimp073,1,1
deepseek32b,implicature,swmimp072,3,1
deepseek32b,implicature,swmimp072,2,1
deepseek32b,implicature,swmimp072,1,1
deepseek32b,implicature,swmimp071,3,1
deepseek32b,implicature,swmimp071,2,1
deepseek32b,implicature,swmimp071,1,1
deepseek32b,implicature,swmimp070,3,
deepseek32b,implicature,swmimp070,2,
deepseek32b,implicature,swmimp070,1,
deepseek32b,implicature,swmimp069,3,3
deepseek32b,implicature,swmimp069,2,4
deepseek32b,implicature,swmimp069,1,6
deepseek32b,implicature,swmimp068,3,1
deepseek32b,implicature,swmimp068,2,1
deepseek32b,implicature,swmimp068,1,2
deepseek32b,implicature,swmimp067,3,
deepseek32b,implicature,swmimp067,2,
deepseek32b,implicature,swmimp067,1,
deepseek32b,implicature,swmimp066,3,1
deepseek32b,implicature,swmimp066,2,1
deepseek32b,implicature,swmimp066,1,1
deepseek32b,implicature,swmimp065,3,3
deepseek32b,implicature,swmimp065,2,
deepseek32b,implicature,swmimp065,1,3
deepseek32b,implicature,swmimp064,3,
deepseek32b,implicature,swmimp064,2,
deepseek32b,implicature,swmimp064,1,
deepseek32b,implicature,swmimp063,3,1
deepseek32b,implicature,swmimp063,2,1
deepseek32b,implicature,swmimp063,1,1
deepseek32b,implicature,swmimp062,3,
deepseek32b,implicature,swmimp062,2,3
deepseek32b,implicature,swmimp062,1,3
deepseek32b,implicature,swmimp061,3,3
deepseek32b,implicature,swmimp061,2,
deepseek32b,implicature,swmimp061,1,
deepseek32b,implicature,swmimp060,3,2
deepseek32b,implicature,swmimp060,2,1
deepseek32b,implicature,swmimp060,1,2
deepseek32b,implicature,swmimp059,3,
deepseek32b,implicature,swmimp059,2,
deepseek32b,implicature,swmimp059,1,
deepseek32b,implicature,swmimp058,3,2
deepseek14b,false_belief,fb023,1,4
deepseek14b,false_belief,fb023,2,3
deepseek14b,false_belief,fb024,1,3
deepseek14b,false_belief,fb022,3,4
deepseek14b,false_belief,fb025,2,4
deepseek14b,false_belief,fb021,3,3
deepseek14b,false_belief,fb021,1,3
deepseek14b,false_belief,fb023,3,3
deepseek14b,false_belief,fb020,3,3
deepseek14b,false_belief,fb022,2,3
deepseek14b,false_belief,fb025,1,4
deepseek14b,false_belief,fb026,1,4
deepseek14b,false_belief,fb024,2,4
deepseek14b,false_belief,fb021,2,3
deepseek14b,false_belief,fb024,3,
deepseek14b,false_belief,fb020,2,4
deepseek14b,false_belief,fb022,1,4
deepseek7b,false_belief,fb028,1,4
deepseek7b,false_belief,fb027,3,3
deepseek7b,false_belief,fb027,1,3
deepseek7b,false_belief,fb027,2,
deepseek7b,false_belief,fb026,3,
deepseek7b,false_belief,fb026,2,3
deepseek7b,false_belief,fb028,2,3
deepseek7b,false_belief,fb026,1,3
deepseek7b,false_belief,fb025,2,4
deepseek7b,false_belief,fb025,3,
deepseek7b,false_belief,fb025,1,3
deepseek7b,false_belief,fb024,3,
deepseek7b,false_belief,fb024,2,
deepseek7b,false_belief,fb024,1,3
deepseek7b,false_belief,fb023,3,
deepseek7b,false_belief,fb023,2,4
deepseek7b,false_belief,fb023,1,3
deepseek7b,false_belief,fb022,3,4
deepseek7b,false_belief,fb022,2,4
deepseek7b,false_belief,fb022,1,3
deepseek7b,false_belief,fb021,3,3
deepseek7b,false_belief,fb021,2,3
deepseek7b,false_belief,fb021,1,3
deepseek7b,false_belief,fb020,3,3
deepseek7b,false_belief,fb020,2,3
deepseek7b,false_belief,fb020,1,3
deepseek7b,false_belief,fb019,3,3
deepseek7b,false_belief,fb019,2,3
deepseek7b,false_belief,fb019,1,4
deepseek7b,false_belief,fb018,3,3
deepseek7b,false_belief,fb018,2,3
deepseek7b,false_belief,fb017,3,4
deepseek7b,false_belief,fb018,1,4
deepseek7b,false_belief,fb016,3,5
deepseek7b,false_belief,fb017,2,3
deepseek7b,false_belief,fb017,1,
deepseek7b,false_belief,fb016,2,5
deepseek7b,false_belief,fb016,1,4
deepseek7b,false_belief,fb015,3,3
deepseek7b,false_belief,fb015,2,3
deepseek7b,false_belief,fb015,1,4
deepseek7b,false_belief,fb014,3,
deepseek7b,false_belief,fb014,2,1
deepseek7b,false_belief,fb014,1,
deepseek7b,false_belief,fb013,3,
deepseek7b,false_belief,fb013,2,
deepseek7b,false_belief,fb013,1,3
deepseek7b,false_belief,fb012,3,3
deepseek7b,false_belief,fb012,2,4
deepseek7b,false_belief,fb012,1,3
deepseek7b,false_belief,fb011,3,4
deepseek7b,false_belief,fb011,1,
deepseek7b,false_belief,fb011,2,
deepseek7b,false_belief,fb010,1,5
deepseek7b,false_belief,fb010,3,
deepseek7b,false_belief,fb010,2,3
deepseek7b,false_belief,fb009,3,3
deepseek7b,false_belief,fb009,2,
deepseek7b,false_belief,fb009,1,3
deepseek7b,false_belief,fb008,3,4
deepseek7b,false_belief,fb008,2,3
deepseek7b,false_belief,fb008,1,3
deepseek7b,false_belief,fb007,3,3
deepseek7b,false_belief,fb007,2,4
deepseek7b,false_belief,fb007,1,3
deepseek7b,false_belief,fb006,3,
deepseek7b,false_belief,fb006,2,3
deepseek7b,false_belief,fb005,3,3
deepseek7b,false_belief,fb006,1,
deepseek7b,false_belief,fb005,1,
deepseek7b,false_belief,fb005,2,3
deepseek7b,false_belief,fb004,2,
deepseek7b,false_belief,fb004,3,
deepseek7b,false_belief,fb003,3,3
deepseek7b,false_belief,fb004,1,
deepseek7b,false_belief,fb002,3,4
deepseek7b,false_belief,fb003,2,4
deepseek7b,false_belief,fb002,2,4
deepseek7b,false_belief,fb002,1,6
deepseek7b,false_belief,fb001,3,5
deepseek7b,false_belief,fb003,1,
deepseek7b,false_belief,fb001,2,3
deepseek7b,false_belief,fb001,1,3
deepseek32b,implicature,swmimp200,3,
deepseek14b,false_belief,fb025,3,4
deepseek32b,implicature,swmimp200,2,
deepseek32b,implicature,swmimp200,1,
deepseek32b,implicature,swmimp199,3,2
deepseek32b,implicature,swmimp199,2,1
deepseek32b,implicature,swmimp199,1,1
deepseek32b,implicature,swmimp198,3,
deepseek32b,implicature,swmimp198,2,
deepseek32b,implicature,swmimp198,1,
deepseek32b,implicature,swmimp197,3,3
deepseek32b,implicature,swmimp197,2,
deepseek32b,implicature,swmimp197,1,
deepseek32b,implicature,swmimp196,3,4
deepseek32b,implicature,swmimp196,2,6
deepseek32b,implicature,swmimp196,1,
deepseek32b,implicature,swmimp195,3,
deepseek32b,implicature,swmimp195,2,9
deepseek32b,implicature,swmimp195,1,10
deepseek32b,implicature,swmimp194,3,6
deepseek32b,implicature,swmimp194,2,6
deepseek32b,implicature,swmimp194,1,
deepseek32b,implicature,swmimp193,3,2
deepseek32b,implicature,swmimp193,2,2
deepseek32b,implicature,swmimp193,1,2
deepseek32b,implicature,swmimp192,3,1
deepseek32b,implicature,swmimp192,2,1
deepseek32b,implicature,swmimp192,1,1
deepseek32b,implicature,swmimp191,3,
deepseek32b,implicature,swmimp191,2,
deepseek32b,implicature,swmimp191,1,
deepseek32b,implicature,swmimp190,3,1
deepseek32b,implicature,swmimp190,2,1
deepseek32b,implicature,swmimp190,1,1
deepseek32b,implicature,swmimp189,3,1
deepseek32b,implicature,swmimp189,2,1
deepseek32b,implicature,swmimp189,1,1
deepseek32b,implicature,swmimp188,3,1
deepseek32b,implicature,swmimp188,2,2
deepseek32b,implicature,swmimp188,1,1
deepseek32b,implicature,swmimp187,3,
deepseek32b,implicature,swmimp187,2,2
deepseek32b,implicature,swmimp187,1,
deepseek32b,implicature,swmimp186,3,2
deepseek32b,implicature,swmimp186,2,
deepseek32b,implicature,swmimp186,1,
deepseek32b,implicature,swmimp185,3,3
deepseek32b,implicature,swmimp185,1,3
deepseek32b,implicature,swmimp185,2,3
deepseek32b,implicature,swmimp184,3,
deepseek32b,implicature,swmimp184,2,
deepseek32b,implicature,swmimp184,1,
deepseek32b,implicature,swmimp183,3,3
deepseek32b,implicature,swmimp183,2,3
deepseek32b,implicature,swmimp183,1,4
deepseek32b,implicature,swmimp182,3,1
deepseek32b,implicature,swmimp182,2,
deepseek32b,implicature,swmimp182,1,
deepseek32b,implicature,swmimp181,3,
deepseek32b,implicature,swmimp181,2,6
deepseek32b,implicature,swmimp181,1,
deepseek32b,implicature,swmimp180,3,1
deepseek32b,implicature,swmimp180,2,1
deepseek32b,implicature,swmimp180,1,1
deepseek32b,implicature,swmimp179,3,2
deepseek32b,implicature,swmimp179,2,2
deepseek32b,implicature,swmimp179,1,3
deepseek32b,implicature,swmimp178,3,1
deepseek32b,implicature,swmimp178,2,2
deepseek32b,implicature,swmimp178,1,1
deepseek32b,implicature,swmimp177,3,3
deepseek32b,implicature,swmimp177,2,1
deepseek32b,implicature,swmimp177,1,2
deepseek32b,implicature,swmimp176,3,
deepseek32b,implicature,swmimp176,2,6
deepseek32b,implicature,swmimp176,1,
deepseek32b,implicature,swmimp175,3,1
deepseek32b,implicature,swmimp175,2,2
deepseek32b,implicature,swmimp175,1,1
deepseek32b,implicature,swmimp174,3,2
deepseek32b,implicature,swmimp174,2,2
deepseek32b,implicature,swmimp174,1,1
deepseek32b,implicature,swmimp173,3,
deepseek32b,implicature,swmimp173,2,3
deepseek32b,implicature,swmimp173,1,5
deepseek14b,false_belief,fb026,2,3
deepseek32b,implicature,swmimp172,3,1
deepseek32b,implicature,swmimp172,2,2
deepseek32b,implicature,swmimp172,1,2
deepseek7b,implicature,swmimp061,2,
deepseek7b,implicature,swmimp061,1,
deepseek7b,implicature,swmimp060,3,
deepseek7b,implicature,swmimp060,2,
deepseek7b,implicature,swmimp060,1,
deepseek7b,implicature,swmimp059,3,
deepseek7b,implicature,swmimp059,2,
deepseek7b,implicature,swmimp059,1,
deepseek7b,implicature,swmimp058,3,
deepseek7b,implicature,swmimp058,2,
deepseek7b,implicature,swmimp058,1,
deepseek7b,implicature,swmimp057,3,
deepseek7b,implicature,swmimp057,2,
deepseek7b,implicature,swmimp057,1,
deepseek7b,implicature,swmimp056,3,
deepseek7b,implicature,swmimp056,2,
deepseek7b,implicature,swmimp056,1,
deepseek7b,implicature,swmimp055,3,5
deepseek7b,implicature,swmimp055,2,
deepseek7b,implicature,swmimp055,1,6
deepseek7b,implicature,swmimp054,3,
deepseek7b,implicature,swmimp054,2,
deepseek7b,implicature,swmimp054,1,
deepseek7b,implicature,swmimp053,3,
deepseek7b,implicature,swmimp053,2,
deepseek7b,implicature,swmimp053,1,
deepseek7b,implicature,swmimp052,3,
deepseek7b,implicature,swmimp052,2,
deepseek7b,implicature,swmimp052,1,
deepseek7b,implicature,swmimp051,3,
deepseek7b,implicature,swmimp051,2,3
deepseek7b,implicature,swmimp051,1,2
deepseek7b,implicature,swmimp050,3,6
deepseek7b,implicature,swmimp050,2,
deepseek7b,implicature,swmimp050,1,
deepseek7b,implicature,swmimp049,3,
deepseek7b,implicature,swmimp049,2,
deepseek7b,implicature,swmimp049,1,
deepseek7b,implicature,swmimp048,3,
deepseek7b,implicature,swmimp048,2,
deepseek7b,implicature,swmimp048,1,
deepseek7b,implicature,swmimp047,3,
deepseek7b,implicature,swmimp047,2,
deepseek7b,implicature,swmimp047,1,
deepseek7b,implicature,swmimp046,3,
deepseek7b,implicature,swmimp046,2,
deepseek7b,implicature,swmimp046,1,
deepseek7b,implicature,swmimp045,3,
deepseek7b,implicature,swmimp045,2,
deepseek7b,implicature,swmimp045,1,
deepseek7b,implicature,swmimp044,3,
deepseek7b,implicature,swmimp044,2,
deepseek7b,implicature,swmimp044,1,
deepseek7b,implicature,swmimp043,3,
deepseek7b,implicature,swmimp043,2,
deepseek7b,implicature,swmimp043,1,
deepseek7b,implicature,swmimp042,3,
deepseek7b,implicature,swmimp042,2,
deepseek7b,implicature,swmimp042,1,
deepseek7b,implicature,swmimp041,3,
deepseek7b,implicature,swmimp041,2,
deepseek7b,implicature,swmimp041,1,
deepseek7b,implicature,swmimp040,3,
deepseek7b,implicature,swmimp040,2,
deepseek7b,implicature,swmimp040,1,
deepseek7b,implicature,swmimp039,3,
deepseek7b,implicature,swmimp039,2,
deepseek7b,implicature,swmimp039,1,
deepseek7b,implicature,swmimp038,3,
deepseek7b,implicature,swmimp038,2,
deepseek7b,implicature,swmimp038,1,
deepseek7b,implicature,swmimp037,3,
deepseek7b,implicature,swmimp037,2,
deepseek7b,implicature,swmimp037,1,
deepseek7b,implicature,swmimp036,3,
deepseek7b,implicature,swmimp036,2,
deepseek7b,implicature,swmimp036,1,
deepseek7b,implicature,swmimp035,3,
deepseek7b,implicature,swmimp035,2,
deepseek7b,implicature,swmimp035,1,
deepseek7b,implicature,swmimp034,3,
deepseek7b,implicature,swmimp034,2,
deepseek7b,implicature,swmimp034,1,
deepseek7b,implicature,swmimp033,3,
deepseek7b,implicature,swmimp033,2,
deepseek7b,implicature,swmimp033,1,
deepseek7b,implicature,swmimp032,3,
deepseek7b,implicature,swmimp032,2,
deepseek7b,implicature,swmimp032,1,
deepseek7b,implicature,swmimp031,3,
deepseek7b,implicature,swmimp031,2,
deepseek7b,implicature,swmimp031,1,
deepseek7b,implicature,swmimp030,3,3
deepseek7b,implicature,swmimp030,2,
deepseek7b,implicature,swmimp030,1,1
deepseek7b,implicature,swmimp029,3,
deepseek7b,implicature,swmimp029,2,
deepseek7b,implicature,swmimp029,1,
deepseek7b,implicature,swmimp028,3,
deepseek7b,implicature,swmimp028,2,
deepseek7b,implicature,swmimp028,1,
deepseek7b,implicature,swmimp027,3,
deepseek7b,implicature,swmimp027,2,
deepseek7b,implicature,swmimp027,1,
deepseek7b,implicature,swmimp026,3,
deepseek7b,implicature,swmimp026,2,
deepseek7b,implicature,swmimp026,1,
deepseek7b,implicature,swmimp025,3,3
deepseek7b,implicature,swmimp025,2,
deepseek7b,implicature,swmimp025,1,4
deepseek7b,implicature,swmimp024,3,
deepseek7b,implicature,swmimp024,2,
deepseek7b,implicature,swmimp024,1,
deepseek7b,implicature,swmimp023,3,
deepseek7b,implicature,swmimp023,2,3
deepseek7b,implicature,swmimp023,1,
deepseek7b,implicature,swmimp022,3,
deepseek7b,implicature,swmimp022,2,
deepseek7b,implicature,swmimp022,1,
deepseek7b,implicature,swmimp021,3,
deepseek7b,implicature,swmimp021,2,
deepseek7b,implicature,swmimp021,1,
deepseek7b,implicature,swmimp020,3,
deepseek7b,implicature,swmimp020,2,
deepseek7b,implicature,swmimp020,1,
deepseek7b,implicature,swmimp019,3,
deepseek7b,implicature,swmimp019,2,1
deepseek7b,implicature,swmimp019,1,
deepseek7b,implicature,swmimp018,3,
deepseek7b,implicature,swmimp018,2,
deepseek7b,implicature,swmimp018,1,
deepseek7b,implicature,swmimp017,3,
deepseek7b,implicature,swmimp017,2,
deepseek7b,implicature,swmimp017,1,
deepseek7b,implicature,swmimp016,3,
deepseek7b,implicature,swmimp016,2,
deepseek7b,implicature,swmimp016,1,
deepseek7b,implicature,swmimp015,3,
deepseek7b,implicature,swmimp015,2,
deepseek7b,implicature,swmimp015,1,
deepseek7b,implicature,swmimp014,3,
deepseek7b,implicature,swmimp014,2,
deepseek7b,implicature,swmimp014,1,
deepseek7b,implicature,swmimp013,3,
deepseek7b,implicature,swmimp013,2,
deepseek7b,implicature,swmimp013,1,
deepseek7b,implicature,swmimp012,3,
deepseek7b,implicature,swmimp012,2,4
deepseek7b,implicature,swmimp012,1,
deepseek7b,implicature,swmimp011,3,
deepseek7b,implicature,swmimp011,2,
deepseek7b,implicature,swmimp011,1,
deepseek7b,implicature,swmimp010,3,1
deepseek7b,implicature,swmimp010,2,
deepseek7b,implicature,swmimp010,1,1
deepseek7b,implicature,swmimp009,3,4
deepseek7b,implicature,swmimp009,2,
deepseek7b,implicature,swmimp009,1,
deepseek7b,implicature,swmimp008,3,
deepseek7b,implicature,swmimp008,2,
deepseek7b,implicature,swmimp008,1,
deepseek7b,implicature,swmimp007,3,
deepseek7b,implicature,swmimp007,2,
deepseek7b,implicature,swmimp007,1,
deepseek7b,implicature,swmimp006,3,
deepseek7b,implicature,swmimp006,2,
deepseek7b,implicature,swmimp006,1,
deepseek7b,implicature,swmimp005,3,7
deepseek7b,implicature,swmimp005,2,
deepseek7b,implicature,swmimp061,3,
deepseek7b,implicature,swmimp174,3,2
deepseek7b,implicature,swmimp174,2,2
deepseek7b,implicature,swmimp174,1,2
deepseek7b,implicature,swmimp173,3,3
deepseek7b,implicature,swmimp173,2,3
deepseek7b,implicature,swmimp173,1,3
deepseek7b,implicature,swmimp172,3,1
deepseek7b,implicature,swmimp172,2,1
deepseek7b,implicature,swmimp172,1,2
deepseek7b,implicature,swmimp171,3,4
deepseek7b,implicature,swmimp171,2,5
deepseek7b,implicature,swmimp171,1,11
deepseek7b,implicature,swmimp170,3,2
deepseek7b,implicature,swmimp170,2,
deepseek7b,implicature,swmimp170,1,
deepseek7b,implicature,swmimp169,3,7
deepseek7b,implicature,swmimp169,2,2
deepseek7b,implicature,swmimp169,1,4
deepseek7b,implicature,swmimp168,3,
deepseek7b,implicature,swmimp168,2,
deepseek7b,implicature,swmimp168,1,
deepseek7b,implicature,swmimp167,3,
deepseek7b,implicature,swmimp167,2,
deepseek7b,implicature,swmimp167,1,
deepseek7b,implicature,swmimp166,3,2
deepseek7b,implicature,swmimp166,2,3
deepseek7b,implicature,swmimp166,1,3
deepseek7b,implicature,swmimp165,3,
deepseek7b,implicature,swmimp165,2,
deepseek7b,implicature,swmimp165,1,
deepseek7b,implicature,swmimp164,3,
deepseek7b,implicature,swmimp164,2,
deepseek7b,implicature,swmimp164,1,
deepseek7b,implicature,swmimp163,3,
deepseek7b,implicature,swmimp163,2,
deepseek7b,implicature,swmimp163,1,
deepseek7b,implicature,swmimp162,3,
deepseek7b,implicature,swmimp162,2,
deepseek7b,implicature,swmimp162,1,
deepseek7b,implicature,swmimp161,3,
deepseek7b,implicature,swmimp161,2,
deepseek7b,implicature,swmimp161,1,
deepseek7b,implicature,swmimp160,3,
deepseek7b,implicature,swmimp160,2,
deepseek7b,implicature,swmimp160,1,
deepseek7b,implicature,swmimp159,3,7
deepseek7b,implicature,swmimp159,2,
deepseek7b,implicature,swmimp159,1,7
deepseek7b,implicature,swmimp158,3,5
deepseek7b,implicature,swmimp158,2,4
deepseek7b,implicature,swmimp158,1,5
deepseek7b,implicature,swmimp157,3,
deepseek7b,implicature,swmimp157,2,
deepseek7b,implicature,swmimp157,1,
deepseek7b,implicature,swmimp156,3,3
deepseek7b,implicature,swmimp156,2,3
deepseek7b,implicature,swmimp156,1,2
deepseek7b,implicature,swmimp155,3,
deepseek7b,implicature,swmimp155,2,2
deepseek7b,implicature,swmimp155,1,
deepseek7b,implicature,swmimp154,3,
deepseek7b,implicature,swmimp154,2,
deepseek7b,implicature,swmimp154,1,
deepseek7b,implicature,swmimp153,3,1
deepseek7b,implicature,swmimp153,2,6
deepseek7b,implicature,swmimp153,1,2
deepseek7b,implicature,swmimp152,3,
deepseek7b,implicature,swmimp152,2,
deepseek7b,implicature,swmimp152,1,6
deepseek7b,implicature,swmimp151,3,
deepseek7b,implicature,swmimp151,2,
deepseek7b,implicature,swmimp151,1,
deepseek7b,implicature,swmimp150,3,
deepseek7b,implicature,swmimp150,2,
deepseek7b,implicature,swmimp150,1,
deepseek7b,implicature,swmimp149,3,
deepseek7b,implicature,swmimp149,2,
deepseek7b,implicature,swmimp149,1,
deepseek7b,implicature,swmimp148,3,
deepseek7b,implicature,swmimp148,2,
deepseek7b,implicature,swmimp148,1,
deepseek7b,implicature,swmimp147,3,
deepseek7b,implicature,swmimp147,2,
deepseek7b,implicature,swmimp147,1,
deepseek7b,implicature,swmimp146,3,
deepseek7b,implicature,swmimp146,2,10
deepseek7b,implicature,swmimp146,1,
deepseek7b,implicature,swmimp145,3,
deepseek7b,implicature,swmimp145,2,
deepseek7b,implicature,swmimp145,1,
deepseek7b,implicature,swmimp144,3,
deepseek7b,implicature,swmimp144,2,
deepseek7b,implicature,swmimp144,1,
deepseek7b,implicature,swmimp143,2,
deepseek7b,implicature,swmimp143,3,13
deepseek7b,implicature,swmimp143,1,7
deepseek7b,implicature,swmimp175,1,
deepseek7b,implicature,swmimp142,2,
deepseek7b,implicature,swmimp142,3,
deepseek7b,implicature,swmimp142,1,
deepseek7b,implicature,swmimp141,3,
deepseek7b,implicature,swmimp141,2,
deepseek7b,implicature,swmimp141,1,
deepseek7b,implicature,swmimp140,3,
deepseek7b,implicature,swmimp140,2,
deepseek7b,implicature,swmimp140,1,
deepseek7b,implicature,swmimp139,3,
deepseek7b,implicature,swmimp139,2,
deepseek7b,implicature,swmimp139,1,
deepseek7b,implicature,swmimp138,3,
deepseek7b,implicature,swmimp138,2,
deepseek7b,implicature,swmimp138,1,
deepseek7b,implicature,swmimp137,3,
deepseek7b,implicature,swmimp137,2,
deepseek7b,implicature,swmimp137,1,
deepseek7b,implicature,swmimp136,3,6
deepseek7b,implicature,swmimp136,2,
deepseek7b,implicature,swmimp136,1,
deepseek7b,implicature,swmimp135,3,
deepseek7b,implicature,swmimp135,2,
deepseek7b,implicature,swmimp135,1,
deepseek7b,implicature,swmimp134,3,
deepseek7b,implicature,swmimp134,2,
deepseek7b,implicature,swmimp134,1,
deepseek7b,implicature,swmimp133,3,3
deepseek7b,implicature,swmimp133,2,2
deepseek7b,implicature,swmimp133,1,
deepseek7b,implicature,swmimp132,3,
deepseek7b,implicature,swmimp132,2,
deepseek7b,implicature,swmimp132,1,
deepseek7b,implicature,swmimp131,3,
deepseek7b,implicature,swmimp131,2,
deepseek7b,implicature,swmimp131,1,
deepseek7b,implicature,swmimp130,3,
deepseek7b,implicature,swmimp130,2,
deepseek7b,implicature,swmimp130,1,
deepseek7b,implicature,swmimp129,3,
deepseek7b,implicature,swmimp129,2,
deepseek7b,implicature,swmimp129,1,
deepseek7b,implicature,swmimp128,3,
deepseek7b,implicature,swmimp128,2,
deepseek7b,implicature,swmimp128,1,3
deepseek7b,implicature,swmimp127,3,
deepseek7b,implicature,swmimp127,2,
deepseek7b,implicature,swmimp127,1,
deepseek7b,implicature,swmimp126,3,
deepseek7b,implicature,swmimp126,2,
deepseek7b,implicature,swmimp126,1,
deepseek7b,implicature,swmimp125,3,
deepseek7b,implicature,swmimp125,2,
deepseek7b,implicature,swmimp125,1,
deepseek7b,implicature,swmimp124,3,
deepseek7b,implicature,swmimp124,2,
deepseek7b,implicature,swmimp124,1,
deepseek7b,implicature,swmimp123,3,1
deepseek7b,implicature,swmimp123,2,6
deepseek7b,implicature,swmimp123,1,
deepseek7b,implicature,swmimp122,3,3
deepseek7b,implicature,swmimp122,2,2
deepseek7b,implicature,swmimp122,1,2
deepseek7b,implicature,swmimp121,3,9
deepseek7b,implicature,swmimp121,2,
deepseek7b,implicature,swmimp121,1,
deepseek7b,implicature,swmimp120,3,2
deepseek7b,implicature,swmimp120,2,
deepseek7b,implicature,swmimp120,1,2
deepseek7b,implicature,swmimp119,3,
deepseek7b,implicature,swmimp119,2,14
deepseek7b,implicature,swmimp119,1,18
deepseek7b,implicature,swmimp118,3,
deepseek14b,false_belief,fb018,2,3
deepseek14b,false_belief,fb019,1,3
deepseek14b,false_belief,fb017,3,3
deepseek14b,false_belief,fb019,2,3
deepseek14b,false_belief,fb018,3,3
deepseek14b,false_belief,fb017,1,3
deepseek14b,false_belief,fb016,2,3
deepseek14b,false_belief,fb018,1,3
deepseek14b,false_belief,fb017,2,3
deepseek14b,false_belief,fb016,1,3
deepseek14b,false_belief,fb019,3,3
deepseek14b,false_belief,fb015,1,3
deepseek14b,false_belief,fb016,3,3
deepseek14b,false_belief,fb014,3,1
deepseek14b,false_belief,fb015,2,3
deepseek14b,false_belief,fb014,1,1
deepseek14b,false_belief,fb020,1,3
deepseek14b,false_belief,fb012,2,3
deepseek14b,false_belief,fb015,3,3
deepseek14b,false_belief,fb013,2,5
deepseek14b,false_belief,fb013,3,3
deepseek14b,false_belief,fb011,3,3
deepseek14b,false_belief,fb011,1,4
deepseek14b,false_belief,fb012,3,3
deepseek14b,false_belief,fb009,3,3
deepseek14b,false_belief,fb012,1,3
deepseek14b,false_belief,fb011,2,3
deepseek14b,false_belief,fb013,1,5
deepseek14b,false_belief,fb010,3,4
deepseek14b,false_belief,fb014,2,1
deepseek14b,false_belief,fb010,2,5
deepseek14b,false_belief,fb009,2,3
deepseek14b,false_belief,fb008,3,4
deepseek14b,false_belief,fb010,1,4
deepseek14b,false_belief,fb008,2,4
deepseek14b,false_belief,fb009,1,3
