model,task,story_id,repetition,accuracy
deepseek32b,implicature,swmimp049,1,1.0
deepseek32b,implicature,swmimp049,3,0.0
deepseek32b,implicature,swmimp051,1,1.0
deepseek32b,implicature,swmimp051,3,1.0
deepseek32b,implicature,swmimp050,1,1.0
deepseek32b,implicature,swmimp053,2,1.0
deepseek32b,implicature,swmimp050,3,0.0
deepseek32b,implicature,swmimp052,2,0.0
deepseek32b,implicature,swmimp054,2,0.0
deepseek32b,implicature,swmimp054,1,0.0
deepseek32b,implicature,swmimp054,3,0.0
deepseek32b,implicature,swmimp052,3,0.0
deepseek32b,implicature,swmimp052,1,0.0
deepseek32b,implicature,swmimp055,2,1.0
deepseek32b,implicature,swmimp055,1,0.0
deepseek32b,implicature,swmimp053,3,1.0
deepseek32b,implicature,swmimp053,1,1.0
deepseek32b,implicature,swmimp055,3,1.0
deepseek32b,implicature,swmimp057,1,0.0
deepseek32b,implicature,swmimp057,3,0.0
deepseek32b,implicature,swmimp057,2,0.0
deepseek32b,implicature,swmimp056,1,0.0
deepseek32b,implicature,swmimp058,1,0.0
deepseek32b,implicature,swmimp056,2,0.0
deepseek32b,implicature,swmimp056,3,0.0
deepseek32b,implicature,swmimp058,2,0.0
deepseek32b,implicature,swmimp058,3,0.0
deepseek32b,implicature,swmimp059,1,0.0
deepseek32b,implicature,swmimp060,1,1.0
deepseek32b,implicature,swmimp061,1,0.0
deepseek32b,implicature,swmimp060,2,1.0
deepseek32b,implicature,swmimp060,3,1.0
deepseek32b,implicature,swmimp061,2,0.0
deepseek32b,implicature,swmimp059,2,0.0
deepseek32b,implicature,swmimp059,3,0.0
deepseek32b,implicature,swmimp061,3,0.0
deepseek32b,implicature,swmimp063,1,1.0
deepseek32b,implicature,swmimp063,2,1.0
deepseek32b,implicature,swmimp063,3,1.0
deepseek32b,implicature,swmimp062,3,0.0
deepseek32b,implicature,swmimp062,1,0.0
deepseek32b,implicature,swmimp062,2,0.0
deepseek32b,implicature,swmimp065,1,0.0
deepseek32b,implicature,swmimp066,1,0.0
deepseek32b,implicature,swmimp066,2,0.0
deepseek32b,implicature,swmimp064,1,0.0
deepseek32b,implicature,swmimp066,3,1.0
deepseek32b,implicature,swmimp064,3,0.0
deepseek32b,implicature,swmimp065,3,1.0
deepseek32b,implicature,swmimp064,2,0.0
deepseek32b,implicature,swmimp068,3,1.0
deepseek32b,implicature,swmimp068,2,0.0
deepseek32b,implicature,swmimp065,2,1.0
deepseek32b,implicature,swmimp067,1,0.0
deepseek32b,implicature,swmimp068,1,0.0
deepseek32b,implicature,swmimp067,2,1.0
deepseek32b,implicature,swmimp067,3,0.0
deepseek32b,implicature,swmimp069,3,0.0
deepseek32b,implicature,swmimp069,1,1.0
deepseek32b,implicature,swmimp069,2,1.0
deepseek32b,implicature,swmimp071,2,0.0
deepseek32b,implicature,swmimp070,1,0.0
deepseek32b,implicature,swmimp071,1,1.0
deepseek32b,implicature,swmimp072,1,1.0
deepseek32b,implicature,swmimp071,3,1.0
deepseek32b,implicature,swmimp072,2,1.0
deepseek32b,implicature,swmimp073,1,1.0
deepseek32b,implicature,swmimp072,3,1.0
deepseek32b,implicature,swmimp070,3,0.0
deepseek32b,implicature,swmimp070,2,0.0
deepseek32b,implicature,swmimp073,2,0.0
deepseek32b,implicature,swmimp073,3,1.0
deepseek32b,implicature,swmimp075,3,1.0
deepseek32b,implicature,swmimp076,2,1.0
deepseek32b,implicature,swmimp075,2,1.0
deepseek32b,implicature,swmimp075,1,1.0
deepseek32b,implicature,swmimp076,1,0.0
deepseek32b,implicature,swmimp074,2,0.0
deepseek32b,implicature,swmimp077,1,0.0
deepseek32b,implicature,swmimp076,3,0.0
deepseek32b,implicature,swmimp074,1,0.0
deepseek32b,implicature,swmimp078,1,0.0
deepseek32b,implicature,swmimp074,3,1.0
deepseek32b,implicature,swmimp077,2,0.0
deepseek32b,implicature,swmimp078,3,1.0
deepseek32b,implicature,swmimp078,2,1.0
deepseek32b,implicature,swmimp080,2,1.0
deepseek32b,implicature,swmimp080,3,1.0
deepseek32b,implicature,swmimp080,1,1.0
deepseek32b,implicature,swmimp077,3,0.0
deepseek32b,implicature,swmimp079,2,1.0
deepseek32b,implicature,swmimp082,1,0.0
deepseek32b,implicature,swmimp079,3,0.0
deepseek32b,implicature,swmimp081,2,0.0
deepseek32b,implicature,swmimp082,3,0.0
deepseek32b,implicature,swmimp081,3,0.0
deepseek32b,implicature,swmimp082,2,0.0
deepseek32b,implicature,swmimp081,1,0.0
deepseek32b,implicature,swmimp079,1,0.0
deepseek32b,implicature,swmimp084,2,0.0
deepseek32b,implicature,swmimp084,1,0.0
deepseek32b,implicature,swmimp084,3,0.0
deepseek32b,implicature,swmimp083,1,0.0
deepseek32b,implicature,swmimp083,2,1.0
deepseek32b,implicature,swmimp083,3,0.0
deepseek32b,implicature,swmimp086,3,0.0
deepseek32b,implicature,swmimp086,2,0.0
deepseek32b,implicature,swmimp086,1,0.0
deepseek32b,implicature,swmimp087,1,1.0
deepseek32b,implicature,swmimp085,1,0.0
deepseek32b,implicature,swmimp085,2,0.0
deepseek32b,implicature,swmimp087,3,1.0
deepseek32b,implicature,swmimp089,2,1.0
deepseek32b,implicature,swmimp088,1,0.0
deepseek32b,implicature,swmimp088,2,0.0
deepseek32b,implicature,swmimp087,2,0.0
deepseek32b,implicature,swmimp088,3,0.0
deepseek32b,implicature,swmimp089,1,0.0
deepseek32b,implicature,swmimp085,3,0.0
deepseek32b,implicature,swmimp089,3,1.0
deepseek32b,implicature,swmimp090,1,0.0
deepseek32b,implicature,swmimp090,2,0.0
deepseek32b,implicature,swmimp090,3,0.0
deepseek32b,implicature,swmimp091,1,0.0
deepseek32b,implicature,swmimp091,2,1.0
deepseek32b,implicature,swmimp091,3,0.0
deepseek32b,implicature,swmimp093,3,0.0
deepseek32b,implicature,swmimp093,2,0.0
deepseek32b,implicature,swmimp093,1,0.0
deepseek32b,implicature,swmimp094,2,1.0
deepseek32b,implicature,swmimp094,1,1.0
deepseek32b,implicature,swmimp092,1,0.0
deepseek32b,implicature,swmimp092,3,0.0
deepseek32b,implicature,swmimp092,2,1.0
deepseek32b,implicature,swmimp094,3,1.0
deepseek32b,implicature,swmimp095,2,0.0
deepseek32b,implicature,swmimp095,1,0.0
deepseek32b,implicature,swmimp096,3,0.0
deepseek32b,implicature,swmimp096,1,0.0
deepseek32b,implicature,swmimp095,3,0.0
deepseek32b,implicature,swmimp096,2,0.0
deepseek32b,implicature,swmimp098,1,0.0
deepseek32b,implicature,swmimp097,1,0.0
deepseek32b,implicature,swmimp099,1,0.0
deepseek32b,implicature,swmimp099,2,0.0
deepseek32b,implicature,swmimp100,1,1.0
deepseek32b,implicature,swmimp099,3,1.0
deepseek32b,implicature,swmimp100,2,1.0
deepseek32b,implicature,swmimp098,2,0.0
deepseek32b,implicature,swmimp097,2,0.0
deepseek32b,implicature,swmimp098,3,0.0
deepseek32b,implicature,swmimp097,3,0.0
deepseek32b,implicature,swmimp103,1,0.0
deepseek32b,implicature,swmimp103,2,0.0
deepseek32b,implicature,swmimp103,3,0.0
deepseek32b,implicature,swmimp101,3,1.0
deepseek32b,implicature,swmimp100,3,1.0
deepseek32b,implicature,swmimp101,1,1.0
deepseek32b,implicature,swmimp105,1,1.0
deepseek32b,implicature,swmimp105,2,1.0
deepseek32b,implicature,swmimp101,2,0.0
deepseek32b,implicature,swmimp105,3,0.0
deepseek32b,implicature,swmimp106,1,1.0
deepseek32b,implicature,swmimp106,2,0.0
deepseek32b,implicature,swmimp102,2,0.0
deepseek32b,implicature,swmimp107,1,0.0
deepseek32b,implicature,swmimp102,1,0.0
deepseek32b,implicature,swmimp106,3,0.0
deepseek32b,implicature,swmimp107,3,0.0
deepseek32b,implicature,swmimp108,1,1.0
deepseek32b,implicature,swmimp108,2,1.0
deepseek32b,implicature,swmimp107,2,0.0
deepseek32b,implicature,swmimp108,3,1.0
deepseek32b,implicature,swmimp102,3,0.0
deepseek32b,implicature,swmimp104,1,0.0
deepseek32b,implicature,swmimp109,2,0.0
deepseek32b,implicature,swmimp109,1,0.0
deepseek32b,implicature,swmimp109,3,0.0
deepseek32b,implicature,swmimp110,1,1.0
deepseek32b,implicature,swmimp104,2,0.0
deepseek32b,implicature,swmimp111,2,1.0
deepseek32b,implicature,swmimp110,3,1.0
deepseek32b,implicature,swmimp104,3,0.0
deepseek32b,implicature,swmimp110,2,1.0
deepseek32b,implicature,swmimp111,1,1.0
deepseek32b,implicature,swmimp113,1,1.0
deepseek32b,implicature,swmimp113,3,0.0
deepseek32b,implicature,swmimp111,3,1.0
deepseek32b,implicature,swmimp112,1,0.0
deepseek32b,implicature,swmimp113,2,0.0
deepseek32b,implicature,swmimp112,2,0.0
deepseek32b,implicature,swmimp112,3,0.0
deepseek32b,implicature,swmimp116,1,1.0
deepseek32b,implicature,swmimp116,2,1.0
deepseek32b,implicature,swmimp116,3,1.0
deepseek32b,implicature,swmimp115,1,0.0
deepseek32b,implicature,swmimp115,2,0.0
deepseek32b,implicature,swmimp115,3,0.0
deepseek32b,implicature,swmimp117,3,0.0
deepseek32b,implicature,swmimp114,1,0.0
deepseek32b,implicature,swmimp114,2,0.0
deepseek32b,implicature,swmimp118,2,1.0
deepseek32b,implicature,swmimp117,1,0.0
deepseek32b,implicature,swmimp114,3,1.0
deepseek32b,implicature,swmimp117,2,0.0
deepseek32b,implicature,swmimp118,1,1.0
deepseek32b,implicature,swmimp120,2,0.0
deepseek32b,implicature,swmimp118,3,1.0
deepseek32b,implicature,swmimp120,1,1.0
deepseek32b,implicature,swmimp120,3,1.0
deepseek32b,implicature,swmimp121,1,0.0
deepseek32b,implicature,swmimp122,3,1.0
deepseek32b,implicature,swmimp122,1,1.0
deepseek32b,implicature,swmimp122,2,1.0
deepseek32b,implicature,swmimp123,1,1.0
deepseek32b,implicature,swmimp123,3,1.0
deepseek32b,implicature,swmimp121,2,1.0
deepseek32b,implicature,swmimp123,2,1.0
deepseek32b,implicature,swmimp124,1,0.0
deepseek32b,implicature,swmimp125,1,1.0
deepseek32b,implicature,swmimp121,3,1.0
deepseek32b,implicature,swmimp125,2,0.0
deepseek32b,implicature,swmimp125,3,0.0
deepseek32b,implicature,swmimp126,2,0.0
deepseek32b,implicature,swmimp126,3,0.0
deepseek32b,implicature,swmimp126,1,0.0
deepseek32b,implicature,swmimp119,1,1.0
deepseek32b,implicature,swmimp127,1,1.0
deepseek32b,implicature,swmimp119,2,1.0
deepseek32b,implicature,swmimp128,2,1.0
deepseek32b,implicature,swmimp119,3,0.0
deepseek32b,implicature,swmimp124,2,0.0
deepseek32b,implicature,swmimp124,3,0.0
deepseek32b,implicature,swmimp128,3,1.0
deepseek32b,implicature,swmimp128,1,1.0
deepseek32b,implicature,swmimp127,2,1.0
deepseek32b,implicature,swmimp127,3,1.0
deepseek32b,implicature,swmimp131,1,0.0
deepseek32b,implicature,swmimp129,1,0.0
deepseek32b,implicature,swmimp130,2,0.0
deepseek32b,implicature,swmimp129,2,0.0
deepseek32b,implicature,swmimp130,1,0.0
deepseek32b,implicature,swmimp129,3,0.0
deepseek32b,implicature,swmimp132,2,1.0
deepseek32b,implicature,swmimp132,1,1.0
deepseek32b,implicature,swmimp132,3,1.0
deepseek32b,implicature,swmimp131,3,0.0
deepseek32b,implicature,swmimp133,1,0.0
deepseek32b,implicature,swmimp130,3,0.0
deepseek32b,implicature,swmimp131,2,0.0
deepseek32b,implicature,swmimp135,3,1.0
deepseek32b,implicature,swmimp133,2,0.0
deepseek32b,implicature,swmimp134,3,1.0
deepseek32b,implicature,swmimp135,1,1.0
deepseek32b,implicature,swmimp133,3,0.0
deepseek32b,implicature,swmimp134,1,1.0
deepseek32b,implicature,swmimp134,2,1.0
deepseek32b,implicature,swmimp137,2,1.0
deepseek32b,implicature,swmimp137,3,1.0
deepseek32b,implicature,swmimp136,1,0.0
deepseek32b,implicature,swmimp137,1,1.0
deepseek32b,implicature,swmimp136,2,0.0
deepseek32b,implicature,swmimp135,2,1.0
deepseek32b,implicature,swmimp136,3,0.0
deepseek32b,implicature,swmimp138,1,0.0
deepseek32b,implicature,swmimp140,1,1.0
deepseek32b,implicature,swmimp138,3,0.0
deepseek32b,implicature,swmimp138,2,0.0
deepseek32b,implicature,swmimp139,2,0.0
deepseek32b,implicature,swmimp139,1,0.0
deepseek32b,implicature,swmimp139,3,0.0
deepseek32b,implicature,swmimp140,2,1.0
deepseek32b,implicature,swmimp141,1,1.0
deepseek32b,implicature,swmimp141,2,0.0
deepseek32b,implicature,swmimp143,2,0.0
deepseek32b,implicature,swmimp141,3,1.0
deepseek32b,implicature,swmimp142,1,0.0
deepseek32b,implicature,swmimp142,2,0.0
deepseek32b,implicature,swmimp140,3,0.0
deepseek32b,implicature,swmimp145,1,1.0
deepseek32b,implicature,swmimp143,1,0.0
deepseek32b,implicature,swmimp145,2,1.0
deepseek32b,implicature,swmimp146,1,1.0
deepseek32b,implicature,swmimp145,3,1.0
deepseek32b,implicature,swmimp146,3,0.0
deepseek32b,implicature,swmimp143,3,0.0
deepseek32b,implicature,swmimp147,2,1.0
deepseek32b,implicature,swmimp147,1,0.0
deepseek32b,implicature,swmimp146,2,1.0
deepseek32b,implicature,swmimp144,2,0.0
deepseek32b,implicature,swmimp144,1,0.0
deepseek32b,implicature,swmimp147,3,0.0
deepseek32b,implicature,swmimp144,3,0.0
deepseek32b,implicature,swmimp148,1,0.0
deepseek32b,implicature,swmimp148,2,0.0
deepseek32b,implicature,swmimp148,3,0.0
deepseek32b,implicature,swmimp150,1,1.0
deepseek32b,implicature,swmimp142,3,0.0
deepseek32b,implicature,swmimp150,2,1.0
deepseek32b,implicature,swmimp152,1,1.0
deepseek32b,implicature,swmimp150,3,1.0
deepseek32b,implicature,swmimp149,3,0.0
deepseek32b,implicature,swmimp149,2,0.0
deepseek32b,implicature,swmimp149,1,0.0
deepseek32b,implicature,swmimp151,1,0.0
deepseek32b,implicature,swmimp151,3,0.0
deepseek32b,implicature,swmimp151,2,0.0
deepseek32b,implicature,swmimp152,2,1.0
deepseek32b,implicature,swmimp152,3,0.0
deepseek32b,implicature,swmimp153,2,1.0
deepseek32b,implicature,swmimp153,3,1.0
deepseek32b,implicature,swmimp155,1,0.0
deepseek32b,implicature,swmimp153,1,1.0
deepseek32b,implicature,swmimp155,2,0.0
deepseek32b,implicature,swmimp155,3,1.0
deepseek32b,implicature,swmimp156,3,1.0
deepseek32b,implicature,swmimp154,3,0.0
deepseek32b,implicature,swmimp156,1,1.0
deepseek32b,implicature,swmimp158,2,1.0
deepseek32b,implicature,swmimp157,1,0.0
deepseek32b,implicature,swmimp158,1,1.0
deepseek32b,implicature,swmimp157,2,1.0
deepseek32b,implicature,swmimp157,3,1.0
deepseek32b,implicature,swmimp156,2,1.0
deepseek32b,implicature,swmimp159,1,1.0
deepseek32b,implicature,swmimp158,3,1.0
deepseek32b,implicature,swmimp154,1,0.0
deepseek32b,implicature,swmimp159,3,0.0
deepseek32b,implicature,swmimp160,1,1.0
deepseek32b,implicature,swmimp160,3,1.0
deepseek32b,implicature,swmimp154,2,1.0
deepseek32b,implicature,swmimp160,2,0.0
deepseek32b,implicature,swmimp159,2,1.0
deepseek32b,implicature,swmimp161,1,0.0
deepseek32b,implicature,swmimp161,2,1.0
deepseek32b,implicature,swmimp162,1,0.0
deepseek32b,implicature,swmimp161,3,0.0
deepseek32b,implicature,swmimp162,3,1.0
deepseek32b,implicature,swmimp162,2,0.0
deepseek32b,implicature,swmimp165,1,1.0
deepseek32b,implicature,swmimp163,1,0.0
deepseek32b,implicature,swmimp163,2,1.0
deepseek32b,implicature,swmimp164,1,0.0
deepseek32b,implicature,swmimp164,2,0.0
deepseek32b,implicature,swmimp164,3,0.0
deepseek32b,implicature,swmimp165,2,0.0
deepseek32b,implicature,swmimp166,1,1.0
deepseek32b,implicature,swmimp163,3,1.0
deepseek32b,implicature,swmimp166,3,1.0
deepseek32b,implicature,swmimp166,2,0.0
deepseek32b,implicature,swmimp168,2,1.0
deepseek32b,implicature,swmimp165,3,0.0
deepseek32b,implicature,swmimp168,3,0.0
deepseek32b,implicature,swmimp169,1,0.0
deepseek32b,implicature,swmimp169,2,1.0
deepseek32b,implicature,swmimp168,1,1.0
deepseek32b,implicature,swmimp167,2,0.0
deepseek32b,implicature,swmimp167,1,0.0
deepseek32b,implicature,swmimp167,3,1.0
deepseek32b,implicature,swmimp169,3,1.0
deepseek32b,implicature,swmimp170,2,0.0
deepseek32b,implicature,swmimp172,3,0.0
deepseek32b,implicature,swmimp170,1,1.0
deepseek32b,implicature,swmimp172,1,0.0
deepseek32b,implicature,swmimp172,2,0.0
deepseek32b,implicature,swmimp170,3,1.0
deepseek32b,implicature,swmimp171,1,0.0
deepseek32b,implicature,swmimp173,2,0.0
deepseek32b,implicature,swmimp174,1,0.0
deepseek32b,implicature,swmimp173,1,1.0
deepseek32b,implicature,swmimp175,2,1.0
deepseek32b,implicature,swmimp173,3,0.0
deepseek32b,implicature,swmimp175,3,0.0
deepseek32b,implicature,swmimp174,2,0.0
deepseek32b,implicature,swmimp174,3,0.0
deepseek32b,implicature,swmimp175,1,0.0
deepseek32b,implicature,swmimp171,3,0.0
deepseek32b,implicature,swmimp171,2,1.0
deepseek32b,implicature,swmimp177,1,1.0
deepseek32b,implicature,swmimp177,3,1.0
deepseek32b,implicature,swmimp176,2,0.0
deepseek32b,implicature,swmimp176,1,0.0
deepseek32b,implicature,swmimp178,1,0.0
deepseek32b,implicature,swmimp177,2,0.0
deepseek32b,implicature,swmimp178,2,1.0
deepseek32b,implicature,swmimp176,3,0.0
deepseek32b,implicature,swmimp178,3,1.0
deepseek32b,implicature,swmimp179,3,1.0
deepseek32b,implicature,swmimp180,1,1.0
deepseek32b,implicature,swmimp179,1,1.0
deepseek32b,implicature,swmimp180,3,1.0
deepseek32b,implicature,swmimp179,2,1.0
deepseek32b,implicature,swmimp180,2,1.0
deepseek32b,implicature,swmimp182,2,0.0
deepseek32b,implicature,swmimp182,3,0.0
deepseek32b,implicature,swmimp182,1,0.0
deepseek32b,implicature,swmimp183,1,1.0
deepseek32b,implicature,swmimp183,2,1.0
deepseek32b,implicature,swmimp183,3,0.0
deepseek32b,implicature,swmimp181,1,0.0
deepseek32b,implicature,swmimp184,2,0.0
deepseek32b,implicature,swmimp185,1,0.0
deepseek32b,implicature,swmimp184,1,0.0
deepseek32b,implicature,swmimp181,3,0.0
deepseek32b,implicature,swmimp184,3,0.0
deepseek32b,implicature,swmimp185,2,0.0
deepseek32b,implicature,swmimp186,1,0.0
deepseek32b,implicature,swmimp186,2,0.0
deepseek32b,implicature,swmimp181,2,0.0
deepseek32b,implicature,swmimp186,3,0.0
deepseek32b,implicature,swmimp185,3,0.0
deepseek32b,implicature,swmimp188,1,1.0
deepseek32b,implicature,swmimp187,1,0.0
deepseek32b,implicature,swmimp187,2,0.0
deepseek32b,implicature,swmimp187,3,0.0
deepseek32b,implicature,swmimp189,1,1.0
deepseek32b,implicature,swmimp188,3,1.0
deepseek32b,implicature,swmimp189,2,1.0
deepseek32b,implicature,swmimp188,2,1.0
deepseek32b,implicature,swmimp189,3,1.0
deepseek32b,implicature,swmimp190,3,1.0
deepseek32b,implicature,swmimp190,1,1.0
deepseek32b,implicature,swmimp190,2,1.0
deepseek32b,implicature,swmimp192,2,1.0
deepseek32b,implicature,swmimp192,1,0.0
deepseek32b,implicature,swmimp192,3,1.0
deepseek32b,implicature,swmimp193,1,1.0
deepseek32b,implicature,swmimp193,2,1.0
deepseek32b,implicature,swmimp193,3,0.0
deepseek32b,implicature,swmimp191,1,0.0
deepseek32b,implicature,swmimp191,2,0.0
deepseek32b,implicature,swmimp191,3,0.0
deepseek32b,implicature,swmimp196,1,1.0
deepseek32b,implicature,swmimp194,1,0.0
deepseek32b,implicature,swmimp194,2,1.0
deepseek32b,implicature,swmimp194,3,1.0
deepseek32b,implicature,swmimp197,1,0.0
deepseek32b,implicature,swmimp197,2,0.0
deepseek32b,implicature,swmimp196,3,0.0
deepseek32b,implicature,swmimp197,3,0.0
deepseek32b,implicature,swmimp196,2,0.0
deepseek32b,implicature,swmimp199,1,0.0
deepseek32b,implicature,swmimp195,1,1.0
deepseek32b,implicature,swmimp195,2,0.0
deepseek32b,implicature,swmimp198,1,0.0
deepseek32b,implicature,swmimp199,2,1.0
deepseek7b,false_belief,fb001,1,0.0
deepseek7b,false_belief,fb001,2,0.0
deepseek7b,false_belief,fb001,3,0.0
deepseek7b,false_belief,fb002,1,0.0
deepseek7b,false_belief,fb002,2,0.0
deepseek7b,false_belief,fb002,3,0.0
deepseek7b,false_belief,fb003,1,0.0
deepseek7b,false_belief,fb003,2,0.0
deepseek7b,false_belief,fb003,3,0.0
deepseek7b,false_belief,fb004,1,0.0
deepseek7b,false_belief,fb004,2,0.0
deepseek7b,false_belief,fb004,3,0.0
deepseek7b,false_belief,fb005,1,0.0
deepseek7b,false_belief,fb005,2,0.0
deepseek7b,false_belief,fb005,3,0.0
deepseek7b,false_belief,fb006,1,0.0
deepseek7b,false_belief,fb006,2,0.0
deepseek7b,false_belief,fb006,3,0.0
deepseek7b,false_belief,fb007,1,0.0
deepseek7b,false_belief,fb007,2,1.0
deepseek7b,false_belief,fb007,3,0.0
deepseek7b,false_belief,fb008,1,0.0
deepseek7b,false_belief,fb008,2,0.0
deepseek7b,false_belief,fb008,3,0.0
deepseek7b,false_belief,fb009,1,0.0
deepseek7b,false_belief,fb009,2,0.0
deepseek7b,false_belief,fb009,3,1.0
deepseek7b,false_belief,fb010,1,1.0
deepseek7b,false_belief,fb010,2,0.0
deepseek7b,false_belief,fb010,3,0.0
deepseek7b,false_belief,fb011,1,0.0
deepseek7b,false_belief,fb011,2,0.0
deepseek7b,false_belief,fb011,3,0.0
deepseek7b,false_belief,fb012,1,0.0
deepseek7b,false_belief,fb012,2,1.0
deepseek7b,false_belief,fb012,3,0.0
deepseek7b,false_belief,fb013,1,0.0
deepseek7b,false_belief,fb013,2,0.0
deepseek7b,false_belief,fb013,3,0.0
deepseek7b,false_belief,fb014,1,0.0
deepseek7b,false_belief,fb014,2,0.0
deepseek7b,false_belief,fb014,3,0.0
deepseek7b,false_belief,fb015,1,0.0
deepseek7b,false_belief,fb015,2,0.0
deepseek7b,false_belief,fb015,3,0.0
deepseek7b,false_belief,fb016,1,0.0
deepseek7b,false_belief,fb016,2,1.0
deepseek7b,false_belief,fb016,3,0.0
deepseek7b,false_belief,fb017,1,0.0
deepseek7b,false_belief,fb017,2,0.0
deepseek7b,false_belief,fb017,3,0.0
deepseek7b,false_belief,fb018,1,0.0
deepseek7b,false_belief,fb018,2,0.0
deepseek7b,false_belief,fb018,3,0.0
deepseek7b,false_belief,fb019,1,0.0
deepseek7b,false_belief,fb019,2,0.0
deepseek7b,false_belief,fb019,3,1.0
deepseek7b,false_belief,fb020,1,0.0
deepseek7b,false_belief,fb020,2,0.0
deepseek7b,false_belief,fb020,3,0.0
deepseek7b,false_belief,fb021,1,1.0
deepseek7b,false_belief,fb021,2,0.0
deepseek7b,false_belief,fb021,3,1.0
deepseek7b,false_belief,fb022,1,0.0
deepseek7b,false_belief,fb022,2,0.0
deepseek7b,false_belief,fb022,3,1.0
deepseek7b,false_belief,fb023,1,0.0
deepseek7b,false_belief,fb023,2,0.0
deepseek7b,false_belief,fb023,3,0.0
deepseek7b,false_belief,fb024,1,0.0
deepseek7b,false_belief,fb024,2,0.0
deepseek7b,false_belief,fb024,3,0.0
deepseek7b,false_belief,fb025,1,0.0
deepseek7b,false_belief,fb025,2,0.0
deepseek7b,false_belief,fb025,3,1.0
deepseek7b,false_belief,fb026,1,0.0
deepseek7b,false_belief,fb026,2,0.0
deepseek7b,false_belief,fb026,3,0.0
deepseek7b,false_belief,fb027,1,1.0
deepseek7b,false_belief,fb027,2,0.0
deepseek7b,false_belief,fb027,3,0.0
deepseek7b,false_belief,fb028,1,1.0
deepseek7b,false_belief,fb028,2,0.0
deepseek7b,false_belief,fb028,3,0.0
deepseek7b,false_belief,fb029,1,1.0
deepseek7b,false_belief,fb029,2,0.0
deepseek7b,false_belief,fb029,3,1.0
deepseek7b,false_belief,fb030,1,1.0
deepseek7b,false_belief,fb030,2,0.0
deepseek7b,false_belief,fb030,3,0.0
deepseek7b,false_belief,fb031,1,0.0
deepseek7b,false_belief,fb031,2,0.0
deepseek7b,false_belief,fb031,3,0.0
deepseek7b,false_belief,fb032,1,0.0
deepseek7b,false_belief,fb032,2,0.0
deepseek7b,false_belief,fb032,3,0.0
deepseek7b,false_belief,fb033,1,0.0
deepseek7b,false_belief,fb033,2,0.0
deepseek7b,false_belief,fb033,3,1.0
deepseek7b,false_belief,fb034,1,0.0
deepseek7b,false_belief,fb034,2,0.0
deepseek7b,false_belief,fb034,3,0.0
deepseek7b,false_belief,fb035,1,0.0
deepseek7b,false_belief,fb035,2,0.0
deepseek7b,false_belief,fb035,3,0.0
deepseek7b,false_belief,fb036,1,0.0
deepseek7b,false_belief,fb036,2,1.0
deepseek7b,false_belief,fb036,3,0.0
deepseek7b,false_belief,fb037,1,1.0
deepseek7b,false_belief,fb037,2,0.0
deepseek7b,false_belief,fb037,3,1.0
deepseek7b,false_belief,fb038,1,0.0
deepseek7b,false_belief,fb038,2,1.0
deepseek7b,false_belief,fb038,3,0.0
deepseek7b,false_belief,fb039,1,0.0
deepseek7b,false_belief,fb039,2,0.0
deepseek7b,false_belief,fb039,3,0.0
deepseek7b,false_belief,fb040,1,0.0
deepseek7b,false_belief,fb040,2,0.0
deepseek7b,false_belief,fb040,3,1.0
deepseek7b,false_belief,fb041,1,0.0
deepseek7b,false_belief,fb041,2,0.0
deepseek7b,false_belief,fb041,3,1.0
deepseek7b,false_belief,fb042,1,0.0
deepseek7b,false_belief,fb042,2,0.0
deepseek7b,false_belief,fb042,3,0.0
deepseek7b,false_belief,fb043,1,0.0
deepseek7b,false_belief,fb043,2,0.0
deepseek7b,false_belief,fb043,3,0.0
deepseek7b,false_belief,fb044,1,0.0
deepseek7b,false_belief,fb044,2,0.0
deepseek7b,false_belief,fb044,3,0.0
deepseek7b,false_belief,fb045,1,0.0
deepseek7b,false_belief,fb045,2,0.0
deepseek7b,false_belief,fb045,3,0.0
deepseek7b,false_belief,fb046,1,0.0
deepseek7b,false_belief,fb046,2,0.0
deepseek7b,false_belief,fb046,3,1.0
deepseek7b,false_belief,fb047,1,0.0
deepseek7b,false_belief,fb047,2,0.0
deepseek7b,false_belief,fb047,3,1.0
deepseek7b,false_belief,fb048,1,1.0
deepseek7b,false_belief,fb048,2,0.0
deepseek7b,false_belief,fb048,3,0.0
deepseek7b,false_belief,fb049,1,0.0
deepseek7b,false_belief,fb049,2,0.0
deepseek7b,false_belief,fb049,3,0.0
deepseek7b,false_belief,fb050,1,0.0
deepseek7b,false_belief,fb050,2,0.0
deepseek7b,false_belief,fb050,3,0.0
deepseek7b,false_belief,fb051,1,0.0
deepseek7b,false_belief,fb051,2,0.0
deepseek7b,false_belief,fb051,3,0.0
deepseek7b,false_belief,fb052,1,0.0
deepseek7b,false_belief,fb052,2,0.0
deepseek7b,false_belief,fb052,3,0.0
deepseek7b,false_belief,fb053,1,0.0
deepseek7b,false_belief,fb053,2,0.0
deepseek7b,false_belief,fb053,3,0.0
deepseek7b,false_belief,fb054,1,1.0
deepseek7b,false_belief,fb054,2,0.0
deepseek7b,false_belief,fb054,3,0.0
deepseek7b,false_belief,fb055,1,0.0
deepseek7b,false_belief,fb055,2,0.0
deepseek7b,false_belief,fb055,3,0.0
deepseek7b,false_belief,fb056,1,0.0
deepseek7b,false_belief,fb056,2,0.0
deepseek7b,false_belief,fb056,3,0.0
deepseek7b,false_belief,fb057,1,0.0
